sample,I_in,Q_in,I_out,Q_out,phase_err,u,nco_sin,nco_cos
6618,3574,15989,5758,-5827,-4461303,-21471946,-27575,-17700
6619,3070,16093,5762,-5823,-3921475,-21421546,-27019,-18537
6620,2563,16182,5766,-5818,-3356094,-21427742,-26438,-19357
6621,2053,16254,5770,-5814,-2787843,-21434312,-25832,-20159
6622,1542,16311,5775,-5809,-2210581,-21440977,-25201,-20942
6623,1029,16351,5779,-5806,-1683957,-21447814,-24547,-21705
6624,515,16375,5783,-5801,-1123766,-21454087,-23870,-22448
6625,0,16384,5787,-5797,-568520,-21460831,-23027,-23311
6626,-515,16375,5756,-5828,-4653056,-21467574,-22301,-24007
6627,-1029,16351,5760,-5824,-4087130,-21417030,-21554,-24680
6628,-1542,16311,5765,-5820,-3538440,-21423528,-20787,-25329
6629,-2053,16254,5769,-5815,-2973690,-21429874,-20000,-25955
6630,-2563,16182,5773,-5811,-2446955,-21436477,-19195,-26556
6631,-3070,16093,5778,-5807,-1855889,-21442670,-18371,-27133
6632,-3574,15989,5782,-5803,-1309586,-21449714,-17530,-27683
6633,-4074,15869,5786,-5798,-745055,-21456268,-16673,-28208
6634,-4571,15733,5790,-5794,-203721,-21463106,-15623,-28803
6635,-5063,15582,5759,-5825,-4289694,-21469718,-14732,-29268
6636,-5550,15415,5763,-5821,-3727952,-21419196,-13828,-29706
6637,-6031,15233,5768,-5817,-3145670,-21425681,-12910,-30117
6638,-6507,15036,5772,-5813,-2618394,-21432480,-11980,-30498
6639,-6976,14824,5776,-5808,-2032302,-21438661,-11039,-30852
6640,-7438,14598,5781,-5804,-1476296,-21445626,-10087,-31176
6641,-7893,14357,5785,-5800,-943028,-21452281,-9126,-31470
6642,-8340,14102,5789,-5796,-368580,-21458715,-8157,-31736
6643,-8779,13833,5793,-5791,196562,-21465715,-6983,-32014
6644,-9209,13550,5762,-5822,-3899160,-21472661,-5998,-32213
6645,-9630,13255,5766,-5818,-3328151,-21422061,-5007,-32382
6646,-10042,12946,5770,-5814,-2799555,-21428702,-4011,-32521
6647,-10443,12624,5775,-5810,-2236116,-21434880,-3012,-32628
6648,-10835,12289,5779,-5806,-1683864,-21441545,-2009,-32705
6649,-11215,11943,5783,-5801,-1096954,-21448132,-1005,-32752
6650,-11585,11585,5787,-5797,-569666,-21455207,0,-32767
6651,-11943,11215,5792,-5793,0,-21461607,804,-32757
6652,-12289,10835,5831,-5753,5228064,-21468588,2009,-32705
6653,-12624,10443,5800,-5784,1096954,-21533205,3012,-32628
6654,-12946,10042,5805,-5780,1683864,-21482705,4011,-32521
6655,-13255,9630,5809,-5776,2236116,-21490077,5007,-32382
6656,-13550,9209,5813,-5771,2799555,-21497083,5998,-32213
6657,-13833,8779,5817,-5767,3328151,-21504286,6983,-32014
6658,-14102,8340,5821,-5763,3899160,-21511119,7962,-31785
6659,-14357,7893,5826,-5759,4461966,-21518532,8933,-31526
6660,-14598,7438,5830,-5754,5024814,-21525905,10087,-31176
6661,-14824,6976,5799,-5786,943028,-21533339,11039,-30852
6662,-15036,6507,5803,-5782,1476296,-21483427,11980,-30498
6663,-15233,6031,5807,-5777,2032302,-21490119,12910,-30117
6664,-15415,5550,5812,-5773,2618394,-21497149,13828,-29706
6665,-15582,5063,5816,-5769,3145670,-21504610,14732,-29268
6666,-15733,4571,5820,-5764,3727952,-21511407,15623,-28803
6667,-15869,4074,5824,-5760,4289694,-21518940,16499,-28310
6668,-15989,3574,5829,-5755,4876893,-21526282,17530,-27683
6669,-16093,3070,5797,-5787,745055,-21533998,18371,-27133
6670,-16182,2563,5802,-5783,1309586,-21483451,19195,-26556
6671,-16254,2053,5806,-5779,1855889,-21490508,20000,-25955
6672,-16311,1542,5810,-5774,2446955,-21497400,20787,-25329
6673,-16351,1029,5814,-5770,2973690,-21504904,21554,-24680
6674,-16375,515,5819,-5766,3538440,-21511676,22301,-24007
6675,-16384,0,5823,-5761,4087130,-21518974,23027,-23311
6676,-16375,-515,5827,-5757,4653056,-21526134,23870,-22448
6677,-16351,-1029,5796,-5788,568520,-21533566,24547,-21705
6678,-16311,-1542,5800,-5784,1123766,-21483580,25201,-20942
6679,-16254,-2053,5805,-5780,1683957,-21490504,25832,-20159
6680,-16182,-2563,5808,-5776,2210581,-21497548,26438,-19357
6681,-16093,-3070,5813,-5771,2787843,-21504237,27019,-18537
6682,-15989,-3574,5817,-5767,3356094,-21511608,27575,-17700
6683,-15869,-4074,5822,-5763,3921475,-21518930,28105,-16846
6684,-15733,-4571,5826,-5759,4461303,-21526277,28706,-15800
6685,-15582,-5063,5795,-5790,386828,-21533368,29177,-14912
6686,-15415,-5550,5799,-5786,945377,-21483486,29621,-14010
6687,-15233,-6031,5803,-5781,1508485,-21490431,30037,-13094
6688,-15036,-6507,5807,-5777,2030342,-21497492,30424,-12167
6689,-14824,-6976,5812,-5773,2627385,-21504104,30783,-11228
6690,-14598,-7438,5816,-5768,3185416,-21511701,31113,-10278
6691,-14357,-7893,5820,-5764,3716928,-21518879,31470,-9126
6692,-14102,-8340,5789,-5796,-368580,-21525789,31736,-8157
6693,-13833,-8779,5793,-5791,196562,-21475691,31971,-7179
6694,-13550,-9209,5798,-5787,750114,-21482637,32176,-6195
6695,-13255,-9630,5802,-5783,1315989,-21489500,32351,-5205
6696,-12946,-10042,5806,-5779,1844050,-21496575,32495,-4210
6697,-12624,-10443,5810,-5774,2414000,-21503243,32609,-3212
6698,-12289,-10835,5814,-5770,2970975,-21510485,32692,-2210
6699,-11943,-11215,5819,-5765,3569872,-21517627,32752,-1005
6700,-11585,-11585,5787,-5797,-569666,-21525347,32766,201
6701,-11215,-11943,5756,-5828,-4657170,-21474566,32745,1206
6702,-10835,-12289,5760,-5824,-4090188,-21423986,32692,2210
6703,-10443,-12624,5764,-5820,-3569872,-21430497,32609,3212
6704,-10042,-12946,5769,-5815,-2970975,-21436492,32495,4210
6705,-9630,-13255,5773,-5811,-2414000,-21443513,32351,5205
6706,-9209,-13550,5778,-5807,-1844050,-21450080,32176,6195
6707,-8779,-13833,5782,-5803,-1315989,-21456867,31971,7179
6708,-8340,-14102,5786,-5799,-750114,-21463197,31685,8351
6709,-7893,-14357,5755,-5830,-4844172,-21470051,31414,9319
6710,-7438,-14598,5759,-5825,-4287654,-21419370,31113,10278
6711,-6976,-14824,5763,-5821,-3716928,-21425731,30783,11228
6712,-6507,-15036,5767,-5817,-3185416,-21432327,30424,12167
6713,-6031,-15233,5772,-5813,-2627385,-21438500,30037,13094
6714,-5550,-15415,5776,-5808,-2030342,-21445057,29621,14010
6715,-5063,-15582,5780,-5804,-1508485,-21452156,29177,14912
6716,-4571,-15733,5785,-5800,-945377,-21458390,28706,15800
6717,-4074,-15869,5789,-5796,-386828,-21465189,28105,16846
6718,-3574,-15989,5758,-5827,-4461303,-21471992,27575,17700
6719,-3070,-16093,5762,-5823,-3921475,-21421592,27019,18537
6720,-2563,-16182,5766,-5818,-3356094,-21427788,26438,19357
6721,-2053,-16254,5770,-5814,-2787843,-21434358,25832,20159
6722,-1542,-16311,5775,-5809,-2210581,-21441023,25201,20942
6723,-1029,-16351,5779,-5806,-1683957,-21447860,24547,21705
6724,-515,-16375,5783,-5801,-1123766,-21454133,23870,22448
6725,0,-16384,5787,-5797,-568520,-21460877,23027,23311
6726,515,-16375,5756,-5828,-4653056,-21467620,22301,24007
6727,1029,-16351,5760,-5824,-4087130,-21417076,21554,24680
6728,1542,-16311,5765,-5820,-3538440,-21423574,20787,25329
6729,2053,-16254,5769,-5815,-2973690,-21429920,20000,25955
6730,2563,-16182,5773,-5811,-2446955,-21436523,19195,26556
6731,3070,-16093,5778,-5807,-1855889,-21442716,18371,27133
6732,3574,-15989,5782,-5803,-1309586,-21449760,17530,27683
6733,4074,-15869,5786,-5798,-745055,-21456314,16673,28208
6734,4571,-15733,5790,-5794,-203721,-21463152,15623,28803
6735,5063,-15582,5759,-5825,-4289694,-21469764,14732,29268
6736,5550,-15415,5763,-5821,-3727952,-21419242,13828,29706
6737,6031,-15233,5768,-5817,-3145670,-21425727,12910,30117
6738,6507,-15036,5772,-5813,-2618394,-21432526,11980,30498
6739,6976,-14824,5776,-5808,-2032302,-21438707,11039,30852
6740,7438,-14598,5781,-5804,-1476296,-21445672,10087,31176
6741,7893,-14357,5785,-5800,-943028,-21452327,9126,31470
6742,8340,-14102,5789,-5796,-368580,-21458761,8157,31736
6743,8779,-13833,5793,-5791,196562,-21465761,6983,32014
6744,9209,-13550,5762,-5822,-3899160,-21472707,5998,32213
6745,9630,-13255,5766,-5818,-3328151,-21422107,5007,32382
6746,10042,-12946,5770,-5814,-2799555,-21428748,4011,32521
6747,10443,-12624,5775,-5810,-2236116,-21434926,3012,32628
6748,10835,-12289,5779,-5806,-1683864,-21441591,2009,32705
6749,11215,-11943,5783,-5801,-1096954,-21448178,1005,32752
6750,11585,-11585,5787,-5797,-569666,-21455253,0,32767
6751,11943,-11215,5792,-5793,0,-21461653,-804,32757
6752,12289,-10835,5831,-5753,5228064,-21468634,-2009,32705
6753,12624,-10443,5800,-5784,1096954,-21533251,-3012,32628
6754,12946,-10042,5805,-5780,1683864,-21482751,-4011,32521
6755,13255,-9630,5809,-5776,2236116,-21490123,-5007,32382
6756,13550,-9209,5813,-5771,2799555,-21497129,-5998,32213
6757,13833,-8779,5817,-5767,3328151,-21504332,-6983,32014
6758,14102,-8340,5821,-5763,3899160,-21511165,-7962,31785
6759,14357,-7893,5826,-5759,4461966,-21518578,-8933,31526
6760,14598,-7438,5830,-5754,5024814,-21525951,-10087,31176
6761,14824,-6976,5799,-5786,943028,-21533385,-11039,30852
6762,15036,-6507,5803,-5782,1476296,-21483473,-11980,30498
6763,15233,-6031,5807,-5777,2032302,-21490165,-12910,30117
6764,15415,-5550,5812,-5773,2618394,-21497195,-13828,29706
6765,15582,-5063,5816,-5769,3145670,-21504656,-14732,29268
6766,15733,-4571,5820,-5764,3727952,-21511453,-15623,28803
6767,15869,-4074,5824,-5760,4289694,-21518986,-16499,28310
6768,15989,-3574,5829,-5755,4876893,-21526328,-17530,27683
6769,16093,-3070,5797,-5787,745055,-21534044,-18371,27133
6770,16182,-2563,5802,-5783,1309586,-21483497,-19195,26556
6771,16254,-2053,5806,-5779,1855889,-21490554,-20000,25955
6772,16311,-1542,5810,-5774,2446955,-21497446,-20787,25329
6773,16351,-1029,5814,-5770,2973690,-21504950,-21554,24680
6774,16375,-515,5819,-5766,3538440,-21511722,-22301,24007
6775,16384,0,5823,-5761,4087130,-21519020,-23027,23311
6776,16375,515,5827,-5757,4653056,-21526180,-23870,22448
6777,16351,1029,5796,-5788,568520,-21533612,-24547,21705
6778,16311,1542,5800,-5784,1123766,-21483626,-25201,20942
6779,16254,2053,5805,-5780,1683957,-21490550,-25832,20159
6780,16182,2563,5808,-5776,2210581,-21497594,-26438,19357
6781,16093,3070,5813,-5771,2787843,-21504283,-27019,18537
6782,15989,3574,5817,-5767,3356094,-21511654,-27575,17700
6783,15869,4074,5822,-5763,3921475,-21518976,-28105,16846
6784,15733,4571,5826,-5759,4461303,-21526323,-28706,15800
6785,15582,5063,5795,-5790,386828,-21533414,-29177,14912
6786,15415,5550,5799,-5786,945377,-21483532,-29621,14010
6787,15233,6031,5803,-5781,1508485,-21490477,-30037,13094
6788,15036,6507,5807,-5777,2030342,-21497538,-30424,12167
6789,14824,6976,5812,-5773,2627385,-21504150,-30783,11228
6790,14598,7438,5816,-5768,3185416,-21511747,-31113,10278
6791,14357,7893,5820,-5764,3716928,-21518925,-31470,9126
6792,14102,8340,5789,-5796,-368580,-21525835,-31736,8157
6793,13833,8779,5793,-5791,196562,-21475737,-31971,7179
6794,13550,9209,5798,-5787,750114,-21482683,-32176,6195
6795,13255,9630,5802,-5783,1315989,-21489546,-32351,5205
6796,12946,10042,5806,-5779,1844050,-21496621,-32495,4210
6797,12624,10443,5810,-5774,2414000,-21503289,-32609,3212
6798,12289,10835,5814,-5770,2970975,-21510531,-32692,2210
6799,11943,11215,5819,-5765,3569872,-21517673,-32752,1005
6800,11585,11585,5787,-5797,-569666,-21525393,-32766,-201
6801,11215,11943,5756,-5828,-4657170,-21474612,-32745,-1206
6802,10835,12289,5760,-5824,-4090188,-21424032,-32692,-2210
6803,10443,12624,5764,-5820,-3569872,-21430543,-32609,-3212
6804,10042,12946,5769,-5815,-2970975,-21436538,-32495,-4210
6805,9630,13255,5773,-5811,-2414000,-21443559,-32351,-5205
6806,9209,13550,5778,-5807,-1844050,-21450126,-32176,-6195
6807,8779,13833,5782,-5803,-1315989,-21456913,-31971,-7179
6808,8340,14102,5786,-5799,-750114,-21463243,-31685,-8351
6809,7893,14357,5755,-5830,-4844172,-21470097,-31414,-9319
6810,7438,14598,5759,-5825,-4287654,-21419416,-31113,-10278
6811,6976,14824,5763,-5821,-3716928,-21425777,-30783,-11228
6812,6507,15036,5767,-5817,-3185416,-21432373,-30424,-12167
6813,6031,15233,5772,-5813,-2627385,-21438546,-30037,-13094
6814,5550,15415,5776,-5808,-2030342,-21445103,-29621,-14010
6815,5063,15582,5780,-5804,-1508485,-21452202,-29177,-14912
6816,4571,15733,5785,-5800,-945377,-21458436,-28706,-15800
6817,4074,15869,5789,-5796,-386828,-21465235,-28105,-16846
6818,3574,15989,5758,-5827,-4461303,-21472038,-27575,-17700
6819,3070,16093,5762,-5823,-3921475,-21421638,-27019,-18537
6820,2563,16182,5766,-5818,-3356094,-21427834,-26438,-19357
6821,2053,16254,5770,-5814,-2787843,-21434404,-25832,-20159
6822,1542,16311,5775,-5809,-2210581,-21441069,-25201,-20942
6823,1029,16351,5779,-5806,-1683957,-21447906,-24547,-21705
6824,515,16375,5783,-5801,-1123766,-21454179,-23870,-22448
6825,0,16384,5787,-5797,-568520,-21460923,-23027,-23311
6826,-515,16375,5756,-5828,-4653056,-21467666,-22301,-24007
6827,-1029,16351,5760,-5824,-4087130,-21417122,-21554,-24680
6828,-1542,16311,5765,-5820,-3538440,-21423620,-20787,-25329
6829,-2053,16254,5769,-5815,-2973690,-21429966,-20000,-25955
6830,-2563,16182,5773,-5811,-2446955,-21436569,-19195,-26556
6831,-3070,16093,5778,-5807,-1855889,-21442762,-18371,-27133
6832,-3574,15989,5782,-5803,-1309586,-21449806,-17530,-27683
6833,-4074,15869,5786,-5798,-745055,-21456360,-16673,-28208
6834,-4571,15733,5790,-5794,-203721,-21463198,-15623,-28803
6835,-5063,15582,5759,-5825,-4289694,-21469810,-14732,-29268
6836,-5550,15415,5763,-5821,-3727952,-21419288,-13828,-29706
6837,-6031,15233,5768,-5817,-3145670,-21425773,-12910,-30117
6838,-6507,15036,5772,-5813,-2618394,-21432572,-11980,-30498
6839,-6976,14824,5776,-5808,-2032302,-21438753,-11039,-30852
6840,-7438,14598,5781,-5804,-1476296,-21445718,-10087,-31176
6841,-7893,14357,5785,-5800,-943028,-21452373,-9126,-31470
6842,-8340,14102,5789,-5796,-368580,-21458807,-8157,-31736
6843,-8779,13833,5793,-5791,196562,-21465807,-6983,-32014
6844,-9209,13550,5762,-5822,-3899160,-21472753,-5998,-32213
6845,-9630,13255,5766,-5818,-3328151,-21422153,-5007,-32382
6846,-10042,12946,5770,-5814,-2799555,-21428794,-4011,-32521
6847,-10443,12624,5775,-5810,-2236116,-21434972,-3012,-32628
6848,-10835,12289,5779,-5806,-1683864,-21441637,-2009,-32705
6849,-11215,11943,5783,-5801,-1096954,-21448224,-1005,-32752
6850,-11585,11585,5787,-5797,-569666,-21455299,0,-32767
6851,-11943,11215,5792,-5793,0,-21461699,804,-32757
6852,-12289,10835,5831,-5753,5228064,-21468680,2009,-32705
6853,-12624,10443,5800,-5784,1096954,-21533297,3012,-32628
6854,-12946,10042,5805,-5780,1683864,-21482797,4011,-32521
6855,-13255,9630,5809,-5776,2236116,-21490169,5007,-32382
6856,-13550,9209,5813,-5771,2799555,-21497175,5998,-32213
6857,-13833,8779,5817,-5767,3328151,-21504378,6983,-32014
6858,-14102,8340,5821,-5763,3899160,-21511211,7962,-31785
6859,-14357,7893,5826,-5759,4461966,-21518624,8933,-31526
6860,-14598,7438,5830,-5754,5024814,-21525997,10087,-31176
6861,-14824,6976,5799,-5786,943028,-21533431,11039,-30852
6862,-15036,6507,5803,-5782,1476296,-21483519,11980,-30498
6863,-15233,6031,5807,-5777,2032302,-21490211,12910,-30117
6864,-15415,5550,5812,-5773,2618394,-21497241,13828,-29706
6865,-15582,5063,5816,-5769,3145670,-21504702,14732,-29268
6866,-15733,4571,5820,-5764,3727952,-21511499,15623,-28803
6867,-15869,4074,5824,-5760,4289694,-21519032,16499,-28310
6868,-15989,3574,5829,-5755,4876893,-21526374,17530,-27683
6869,-16093,3070,5797,-5787,745055,-21534090,18371,-27133
6870,-16182,2563,5802,-5783,1309586,-21483543,19195,-26556
6871,-16254,2053,5806,-5779,1855889,-21490600,20000,-25955
6872,-16311,1542,5810,-5774,2446955,-21497492,20787,-25329
6873,-16351,1029,5814,-5770,2973690,-21504996,21554,-24680
6874,-16375,515,5819,-5766,3538440,-21511768,22301,-24007
6875,-16384,0,5823,-5761,4087130,-21519066,23027,-23311
6876,-16375,-515,5827,-5757,4653056,-21526226,23870,-22448
6877,-16351,-1029,5796,-5788,568520,-21533658,24547,-21705
6878,-16311,-1542,5800,-5784,1123766,-21483672,25201,-20942
6879,-16254,-2053,5805,-5780,1683957,-21490596,25832,-20159
6880,-16182,-2563,5808,-5776,2210581,-21497640,26438,-19357
6881,-16093,-3070,5813,-5771,2787843,-21504329,27019,-18537
6882,-15989,-3574,5817,-5767,3356094,-21511700,27575,-17700
6883,-15869,-4074,5822,-5763,3921475,-21519022,28208,-16673
6884,-15733,-4571,5790,-5794,-203721,-21526369,28706,-15800
6885,-15582,-5063,5795,-5790,386828,-21475803,29177,-14912
6886,-15415,-5550,5799,-5786,945377,-21483081,29621,-14010
6887,-15233,-6031,5803,-5781,1508485,-21490026,30037,-13094
6888,-15036,-6507,5807,-5777,2030342,-21497087,30424,-12167
6889,-14824,-6976,5812,-5773,2627385,-21503699,30783,-11228
6890,-14598,-7438,5816,-5768,3185416,-21511296,31113,-10278
6891,-14357,-7893,5820,-5764,3716928,-21518474,31470,-9126
6892,-14102,-8340,5789,-5796,-368580,-21525384,31736,-8157
6893,-13833,-8779,5793,-5791,196562,-21475286,31971,-7179
6894,-13550,-9209,5798,-5787,750114,-21482232,32176,-6195
6895,-13255,-9630,5802,-5783,1315989,-21489095,32351,-5205
6896,-12946,-10042,5806,-5779,1844050,-21496170,32495,-4210
6897,-12624,-10443,5810,-5774,2414000,-21502838,32609,-3212
6898,-12289,-10835,5814,-5770,2970975,-21510080,32692,-2210
6899,-11943,-11215,5819,-5765,3569872,-21517222,32752,-1005
6900,-11585,-11585,5787,-5797,-569666,-21524942,32766,201
6901,-11215,-11943,5756,-5828,-4657170,-21474161,32745,1206
6902,-10835,-12289,5760,-5824,-4090188,-21423581,32692,2210
6903,-10443,-12624,5764,-5820,-3569872,-21430092,32609,3212
6904,-10042,-12946,5769,-5815,-2970975,-21436087,32495,4210
6905,-9630,-13255,5773,-5811,-2414000,-21443108,32351,5205
6906,-9209,-13550,5778,-5807,-1844050,-21449675,32176,6195
6907,-8779,-13833,5782,-5803,-1315989,-21456462,31971,7179
6908,-8340,-14102,5786,-5799,-750114,-21462792,31685,8351
6909,-7893,-14357,5755,-5830,-4844172,-21469646,31414,9319
6910,-7438,-14598,5759,-5825,-4287654,-21418965,31113,10278
6911,-6976,-14824,5763,-5821,-3716928,-21425326,30783,11228
6912,-6507,-15036,5767,-5817,-3185416,-21431922,30424,12167
6913,-6031,-15233,5772,-5813,-2627385,-21438095,30037,13094
6914,-5550,-15415,5776,-5808,-2030342,-21444652,29621,14010
6915,-5063,-15582,5780,-5804,-1508485,-21451751,29177,14912
6916,-4571,-15733,5785,-5800,-945377,-21457985,28706,15800
6917,-4074,-15869,5789,-5796,-386828,-21464784,28105,16846
6918,-3574,-15989,5758,-5827,-4461303,-21471587,27575,17700
6919,-3070,-16093,5762,-5823,-3921475,-21421187,27019,18537
6920,-2563,-16182,5766,-5818,-3356094,-21427383,26438,19357
6921,-2053,-16254,5770,-5814,-2787843,-21433953,25832,20159
6922,-1542,-16311,5775,-5809,-2210581,-21440618,25201,20942
6923,-1029,-16351,5779,-5806,-1683957,-21447455,24547,21705
6924,-515,-16375,5783,-5801,-1123766,-21453728,23870,22448
6925,0,-16384,5787,-5797,-568520,-21460472,23027,23311
6926,515,-16375,5756,-5828,-4653056,-21467215,22301,24007
6927,1029,-16351,5760,-5824,-4087130,-21416671,21554,24680
6928,1542,-16311,5765,-5820,-3538440,-21423169,20787,25329
6929,2053,-16254,5769,-5815,-2973690,-21429515,20000,25955
6930,2563,-16182,5773,-5811,-2446955,-21436118,19195,26556
6931,3070,-16093,5778,-5807,-1855889,-21442311,18371,27133
6932,3574,-15989,5782,-5803,-1309586,-21449355,17530,27683
6933,4074,-15869,5786,-5798,-745055,-21455909,16673,28208
6934,4571,-15733,5790,-5794,-203721,-21462747,15623,28803
6935,5063,-15582,5759,-5825,-4289694,-21469359,14732,29268
6936,5550,-15415,5763,-5821,-3727952,-21418837,13828,29706
6937,6031,-15233,5768,-5817,-3145670,-21425322,12910,30117
6938,6507,-15036,5772,-5813,-2618394,-21432121,11980,30498
6939,6976,-14824,5776,-5808,-2032302,-21438302,11039,30852
6940,7438,-14598,5781,-5804,-1476296,-21445267,10087,31176
6941,7893,-14357,5785,-5800,-943028,-21451922,9126,31470
6942,8340,-14102,5789,-5796,-368580,-21458356,8157,31736
6943,8779,-13833,5793,-5791,196562,-21465356,6983,32014
6944,9209,-13550,5762,-5822,-3899160,-21472302,5998,32213
6945,9630,-13255,5766,-5818,-3328151,-21421702,5007,32382
6946,10042,-12946,5770,-5814,-2799555,-21428343,4011,32521
6947,10443,-12624,5775,-5810,-2236116,-21434521,3012,32628
6948,10835,-12289,5779,-5806,-1683864,-21441186,2009,32705
6949,11215,-11943,5783,-5801,-1096954,-21447773,1005,32752
6950,11585,-11585,5787,-5797,-569666,-21454848,0,32767
6951,11943,-11215,5792,-5793,0,-21461248,-804,32757
6952,12289,-10835,5831,-5753,5228064,-21468229,-2009,32705
6953,12624,-10443,5800,-5784,1096954,-21532846,-3012,32628
6954,12946,-10042,5805,-5780,1683864,-21482346,-4011,32521
6955,13255,-9630,5809,-5776,2236116,-21489718,-5007,32382
6956,13550,-9209,5813,-5771,2799555,-21496724,-5998,32213
6957,13833,-8779,5817,-5767,3328151,-21503927,-6983,32014
6958,14102,-8340,5821,-5763,3899160,-21510760,-7962,31785
6959,14357,-7893,5826,-5759,4461966,-21518173,-8933,31526
6960,14598,-7438,5830,-5754,5024814,-21525546,-10087,31176
6961,14824,-6976,5799,-5786,943028,-21532980,-11039,30852
6962,15036,-6507,5803,-5782,1476296,-21483068,-11980,30498
6963,15233,-6031,5807,-5777,2032302,-21489760,-12910,30117
6964,15415,-5550,5812,-5773,2618394,-21496790,-13828,29706
6965,15582,-5063,5816,-5769,3145670,-21504251,-14732,29268
6966,15733,-4571,5820,-5764,3727952,-21511048,-15623,28803
6967,15869,-4074,5824,-5760,4289694,-21518581,-16499,28310
6968,15989,-3574,5829,-5755,4876893,-21525923,-17530,27683
6969,16093,-3070,5797,-5787,745055,-21533639,-18371,27133
6970,16182,-2563,5802,-5783,1309586,-21483092,-19195,26556
6971,16254,-2053,5806,-5779,1855889,-21490149,-20000,25955
6972,16311,-1542,5810,-5774,2446955,-21497041,-20787,25329
6973,16351,-1029,5814,-5770,2973690,-21504545,-21554,24680
6974,16375,-515,5819,-5766,3538440,-21511317,-22301,24007
6975,16384,0,5823,-5761,4087130,-21518615,-23027,23311
6976,16375,515,5827,-5757,4653056,-21525775,-23870,22448
6977,16351,1029,5796,-5788,568520,-21533207,-24547,21705
6978,16311,1542,5800,-5784,1123766,-21483221,-25201,20942
6979,16254,2053,5805,-5780,1683957,-21490145,-25832,20159
6980,16182,2563,5808,-5776,2210581,-21497189,-26438,19357
6981,16093,3070,5813,-5771,2787843,-21503878,-27019,18537
6982,15989,3574,5817,-5767,3356094,-21511249,-27575,17700
6983,15869,4074,5822,-5763,3921475,-21518571,-28105,16846
6984,15733,4571,5826,-5759,4461303,-21525918,-28706,15800
6985,15582,5063,5795,-5790,386828,-21533009,-29177,14912
6986,15415,5550,5799,-5786,945377,-21483127,-29621,14010
6987,15233,6031,5803,-5781,1508485,-21490072,-30037,13094
6988,15036,6507,5807,-5777,2030342,-21497133,-30424,12167
6989,14824,6976,5812,-5773,2627385,-21503745,-30783,11228
6990,14598,7438,5816,-5768,3185416,-21511342,-31113,10278
6991,14357,7893,5820,-5764,3716928,-21518520,-31470,9126
6992,14102,8340,5789,-5796,-368580,-21525430,-31736,8157
6993,13833,8779,5793,-5791,196562,-21475332,-31971,7179
6994,13550,9209,5798,-5787,750114,-21482278,-32176,6195
6995,13255,9630,5802,-5783,1315989,-21489141,-32351,5205
6996,12946,10042,5806,-5779,1844050,-21496216,-32495,4210
6997,12624,10443,5810,-5774,2414000,-21502884,-32609,3212
6998,12289,10835,5814,-5770,2970975,-21510126,-32692,2210
6999,11943,11215,5819,-5765,3569872,-21517268,-32752,1005
7000,11585,11585,5787,-5797,-569666,-21524988,-32766,-201
7001,11215,11943,5756,-5828,-4657170,-21474207,-32745,-1206
7002,10835,12289,5760,-5824,-4090188,-21423627,-32692,-2210
7003,10443,12624,5764,-5820,-3569872,-21430138,-32609,-3212
7004,10042,12946,5769,-5815,-2970975,-21436133,-32495,-4210
7005,9630,13255,5773,-5811,-2414000,-21443154,-32351,-5205
7006,9209,13550,5778,-5807,-1844050,-21449721,-32176,-6195
7007,8779,13833,5782,-5803,-1315989,-21456508,-31971,-7179
7008,8340,14102,5786,-5799,-750114,-21462838,-31685,-8351
7009,7893,14357,5755,-5830,-4844172,-21469692,-31414,-9319
7010,7438,14598,5759,-5825,-4287654,-21419011,-31113,-10278
7011,6976,14824,5763,-5821,-3716928,-21425372,-30783,-11228
7012,6507,15036,5767,-5817,-3185416,-21431968,-30424,-12167
7013,6031,15233,5772,-5813,-2627385,-21438141,-30037,-13094
7014,5550,15415,5776,-5808,-2030342,-21444698,-29621,-14010
7015,5063,15582,5780,-5804,-1508485,-21451797,-29177,-14912
7016,4571,15733,5785,-5800,-945377,-21458031,-28706,-15800
7017,4074,15869,5789,-5796,-386828,-21464830,-28105,-16846
7018,3574,15989,5758,-5827,-4461303,-21471633,-27575,-17700
7019,3070,16093,5762,-5823,-3921475,-21421233,-27019,-18537
7020,2563,16182,5766,-5818,-3356094,-21427429,-26438,-19357
7021,2053,16254,5770,-5814,-2787843,-21433999,-25832,-20159
7022,1542,16311,5775,-5809,-2210581,-21440664,-25201,-20942
7023,1029,16351,5779,-5806,-1683957,-21447501,-24547,-21705
7024,515,16375,5783,-5801,-1123766,-21453774,-23870,-22448
7025,0,16384,5787,-5797,-568520,-21460518,-23027,-23311
7026,-515,16375,5756,-5828,-4653056,-21467261,-22301,-24007
7027,-1029,16351,5760,-5824,-4087130,-21416717,-21554,-24680
7028,-1542,16311,5765,-5820,-3538440,-21423215,-20787,-25329
7029,-2053,16254,5769,-5815,-2973690,-21429561,-20000,-25955
7030,-2563,16182,5773,-5811,-2446955,-21436164,-19195,-26556
7031,-3070,16093,5778,-5807,-1855889,-21442357,-18371,-27133
7032,-3574,15989,5782,-5803,-1309586,-21449401,-17530,-27683
7033,-4074,15869,5786,-5798,-745055,-21455955,-16673,-28208
7034,-4571,15733,5790,-5794,-203721,-21462793,-15623,-28803
7035,-5063,15582,5759,-5825,-4289694,-21469405,-14732,-29268
7036,-5550,15415,5763,-5821,-3727952,-21418883,-13828,-29706
